นิติบุคคลจัดตั้งเดือนมิถุนายน  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
983,0105559083053,บจ.ชอว์ กรุ๊ป จำกัด,1/6/2559," 1,000,000 ",46599,ประกอบกิจการค้าเครื่องจักร เครื่องยนต์ เครื่องมือกล เครื่องทุ่นแรง ยานพาหนะ เครื่องกำเนิดไฟฟ้า,99/37 ซอยวัดเวฬุวนาราม 7  แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210,,
984,0105559083592,บจ.มอร์วีเลียน จำกัด,1/6/2559," 1,000,000 ",58202,กิจกรรมการจัดทำโปรแกรมคอมพิวเตอร์การให้คำปรึกษาเกี่ยวกับคอมพิวเตอร์และกิจกรรมที่เกี่ยวข้อง,128/41 หมู่บ้านซิตี้เซนส์ สรงประภา ถนนประชาอุทิศ  แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210,,
985,0105559083622,บจ.อินทัช โซลูชั่นส์ จำกัด,1/6/2559," 1,000,000 ",85410,กิจกรรมเกี่ยวกับการกีฬา บันเทิงและนันทนาการการให้คำปรึกษาและจัดหาอุปกรณ์,28/107 ถนนวัชรพล  แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10210,,
986,0105559083631,บจ.ชาร์ เมร่า แล็บ อินโนเวชั่น จำกัด,2/6/2559," 1,000,000 ",20232,ประกอบกิจการผลิต จำหน่าย เครื่องสำอางค์ เวชภัณฑ์ ทุกชนิด,353/42 ถนนเลียบคูนายกิมสาย 1  แขวงสีกัน เขตดอนเมือง กรุงเทพมหานคร 10210,,
987,0105559083738,บจ.ฟรุตเวิร์ค (ไทยแลนด์) จำกัด,2/6/2559," 1,000,000 ",47733,ประกอบกิจการค้าดอกไม้ ผลไม้ กล้วยไม้,73/45 ซอยงามวงศ์วาน 28 แยก 2 (พงษ์ดำริห์1) ถนนงามวงศ์วาน  แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,,
988,0105559083746,บจ.ชาญ. แมททีเรียล เทรดดิ้ง จำกัด,2/6/2559," 1,000,000 ",46639,จัดจำหน่าย และหรือ ผลิต เป็นตัวแทนจำหน่ายวัสดุก่อสร้าง เครื่องมือที่ใช้เกี่ยวกับการก่อสร้าง,19/123 ซอยวิภาวดีรังสิต 35 ถนนวิภาวดีรังสิต  แขวงสนามบิน เขตดอนเมือง กรุงเทพมหานคร 10210,,
989,0105559084114,บจ.ไทยธนาโชติ จำกัด,2/6/2559," 1,000,000 ",47413,ประกอบกิจการจำหน่ายสินค้า อุปกรณ์สื่อสาร เครื่องวิทยุ คมนาคม,219/57 ซอยแจ้งวัฒนะ 6 แยก 1-4 ถนนแจ้งวัฒนะ  แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,,
990,0105559084963,บจ.วีไอพี คอนสตัคชั่น 59 จำกัด,3/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้างอาคาร อาคารพาณิชย์,135/124 ซอยกำแพงเพชร 6 ซอย 7 แยก 3-4 (ละออทิพย์)  แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,,
991,0105559085013,บจ.เดอะมาสเตอร์ คิว สิบสอง จำกัด,3/6/2559," 1,000,000 ",70209,ประกอบกิจการให้คำปรึกษา การฝึกอบรมและการวางแผน การพัฒนาบุคคลลากร,31/132 ซอยงามวงศ์วาน 43 แยก 2-23(ชินเขต 1/43)  แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,,
992,0105559085072,บจ.รักษาความปลอดภัยสุวรรณภูมิ จำกัด,3/6/2559," 1,000,000 ",80100,รักษาความปลอดภัย,54/328 หมู่บ้านทัดชาวิลล่า ซอยพหลโยธิน 73 ถนนพหลโยธิน  แขวงสนามบิน เขตดอนเมือง กรุงเทพมหานคร 10210,,
993,0105559085307,บจ.ศรีราชา ฟูดส์ จำกัด,6/6/2559," 1,000,000 ",10132,ประกอบกิจการผลิตผลิตภัณฑ์จากเนื้อ ได้แก่ แหนม หมูยอ กุนเชียง,61/30 ซอยเพิ่มสิน 24/1  แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10210,,
994,0105559085901,บจ.วาซี ซิสเต็มส์ จำกัด,6/6/2559," 1,000,000 ",46103,ประกอบกิจการนำเข้าส่งออก จำหน่ายอุปกรณ์ไฟฟ้า อุปกรณ์อิเล็กทรอนิกส์ อุปกรณ์สื่อสารทุกชนิด,44/85 ซอยสุขาภิบาล 5 ซอย 80  แขวงออเงิน เขตสายไหม กรุงเทพมหานคร 10210,,
995,0105559086001,บจ.ดับบลิวซีไอบี อินเตอร์เนชั่นแนล จำกัด,7/6/2559," 1,000,000 ",85101,ประกอบกิจการโรงเรียนนานาชาติ และการศึกษาอื่น ๆ,110/4 มหาวิทยาลัยธุรกิจบัณฑิตย์ อาคารสำนักอธิการบดี ชั้นที่ 4 หมู่ที่ 6 ถนนประชาชื่น  แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210,,
996,0105559086125,บจ.เอ.พี.อินเตอร์เทรดดิ้ง แอนด์ โลจิสติค จำกัด,7/6/2559," 1,000,000 ",49323,ประกอบกิจการ บริการขนส่ง สินค้าทั่วประเทศ,44/339 ซอยวิภาวดีรังสิต 41 แยก 1  แขวงสนามบิน เขตดอนเมือง กรุงเทพมหานคร 10210,,
