นิติบุคคลจัดตั้งเดือนเมษายน  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
"1,193",0105559058695,บจ.บวรลักษณ์ แฟมมิลี่ จำกัด,7/4/2559," 1,000,000 ",68103,ประกอบกิจการบ้านเช่า ที่พักอาศัย ให้เช่าห้อง เตียง เต้นท์,291/27-28 ซอยพญานาค ถนนเพชรบุรี  แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400,,
"1,194",0105559059357,บจ.เออร์เบิน โฮลดิ้งส์ จำกัด,8/4/2559," 1,000,000 ",68103,เซอร์วิส อพาร์ทเม้นท์,318 ถนนพญาไท  แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400,,
"1,195",0105559059659,บจ.เอ็ม.อี.เมดิคอล จำกัด,8/4/2559," 1,000,000 ",86201,กิจกรรคลินิกโรงทั่วไป,73 เพิ่มสิน  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400,,
"1,196",0105559059853,บจ.ไบโอเวลเนสส์ จำกัด,8/4/2559," 1,000,000 ",46319,กิจการเพื่อนำเข้า-ผลิตและจัดจำหน่ายผลิตภัณฑ์เพื่อสุขภาพ,386/39-40 ซอยเพชรบุรี 12  แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400,,
"1,197",0105559060029,บจ.เอ็นลิเซียม จำกัด,11/4/2559," 1,000,000 ",33200,ประกอบกิจการติดตั้ง  ซ่อมแซมและบำรุงรักษาอุปกรณ์ควบคุมการจ่ายไฟฟ้าเพื่อการประหยัดพลังงาน,21/14 ซอยอินทามระ 3 ถนนสุทธิสารวินิจฉัย  แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400,,
"1,198",0105559060061,บจ.เจเจ แคเทอริ่ง แอนด์ เมเนจเม้นท์ จำกัด,11/4/2559," 1,000,000 ",55101,ประกอบกิจการร้านอาหาร จำหน่ายอาหาร และเครื่องดื่ม,63 ซอยอินทามระ 15 ถนนสุทธิสารวินิจฉัย  แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400,,
"1,199",0105559060088,บจ.พละดิน คอนซัลแทนท์ จำกัด,11/4/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง และงานก่อสร้างอย่างอื่นทุกชนิด รวมทั้งรับทำงานโยธาทุกประเภท,1415/301 ถนนพหลโยธิน  แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400,,
"1,200",0105559060720,บจ.สตอรี่เวิร์ค จำกัด,12/4/2559," 1,000,000 ",73101,ประกอบกิจการวางแผน ให้คำปรึกษาและผลิตภาพยนตร์โฆษณา ถ่ายโฆษณาทุกประเภท,20/7 ซอยประดิพัทธ์ 3 ถนนประดิพัทธ์  แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400,,
"1,201",0105559060894,บจ.วิชญะ ภูเก็ต จำกัด,12/4/2559," 1,000,000 ",68102,ซื้อขาย ให้เช่า แลกเปลี่ยน อสังหาริมทรัพย์,117/40 ถนนพญาไท  แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400,,
"1,202",0105559061106,บจ.บิสเมเกอร์ จำกัด,12/4/2559," 1,000,000 ",46319,การขายส่งอาหารและเครื่องดื่ม,9/36 ซอยอินทามระ 9 ถนนสุทธิสารวินิจฉัย  แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400,,
"1,203",0105559061289,บจ.พี อะโอกิ อินเตอร์เนชั่นแนล จำกัด,12/4/2559," 1,000,000 ",46103,นำเข้า ส่งออก จำหน่าย เครื่องสำอาง อาหารเสริม อุปกรณ์เสริมความงามทุกชนิด,9 ซอยแม่เนี๊ยว ถนนประชาสงเคราะห์  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400,,
"1,204",0105559061424,บจ.ปิยะ ดีไซน์ แอนด์ ดีเวลลอปเม้นท์ จำกัด,12/4/2559," 1,000,000 ",43301,การติดตั้งส่วนประกอบอาคารและตกแต่งภายใน,87/9 ถนนพญาไท  แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400,,
"1,205",0105559061467,บจ.เนทีฟแฮคส์ จำกัด,12/4/2559," 1,000,000 ",63113,การบริการเป็นตลาดกลางในการซื้อขายสินค้าหรือบริการโดยวิธีใช้สื่ออิเล็กทรอนิคส์ผ่านระบบเครือข่าย,24 อาคารเอกผล ถนนวิภาวดีรังสิต  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400,,
"1,206",0105559062625,บจ.เกรทไทม์ จำกัด,19/4/2559," 1,000,000 ",47912,จำหน่ายสินค้าแฟชั่นต่างๆ เครื่องแต่งกาย และเครื่องประดับผ่านทางอินเตอเน็ต,41/14 ซอยสมประสงค์ 4  แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400,,
"1,207",0105559062838,บจ.ดับเบิลยู แลนด์ จำกัด,20/4/2559," 1,000,000 ",68103,ประกอบกิจการธุรกิจพาร์ทเม้นท์ และบริการให้เช่าพื้นที่,362/2-3 ถนนเพชรบุรี  แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400,,
"1,208",0105559062889,บจ.ดีเซมเบอร์ 14 จำกัด,20/4/2559," 1,000,000 ",68102,พัฒนาอสังหาริมทรัพย์,"136,138 ถนนวิภาวดีรังสิต  แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400",,
