นิติบุคคลจัดตั้งเดือนกรกฎาคม  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
526,0105559111596,บจ.สตูดิโอทรีซี จำกัด,21/7/2559," 1,000,000 ",71101,ประกอบกิจการออกแบบสถาปัตยกรรม สถาปัตกรรมภายใน,167/7 ซอยสันนิบาตเทศบาล  แขวงจันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900,,
527,0105559111880,บจ.โชคกิจ เอ็นจิเนียริ่ง 168 จำกัด,22/7/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน เขื่อน,26/49 ซอยพหลโยธิน 30 ถนนพหลโยธิน  แขวงจันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900,,
528,0105559112002,บจ.เรทเอท (ประเทศไทย) จำกัด,22/7/2559," 1,000,000 ",52292,ขนส่งและขนถ่ายสินค้า และคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศ ตามพิธีศุลกากร,222/2 ซอยลาดพร้าว 1 ถนนลาดพร้าว  แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900,,
529,0105559112487,บจ.เจ โอ วาย วาย คอร์เปอเรชั่น จำกัด,22/7/2559," 1,000,000 ",46443,การขายส่งเครื่องสำอาง,1701/17 ถนนพหลโยธิน  แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900,,
530,0105559112525,บจ.ธนภูศิลา จำกัด,22/7/2559," 1,000,000 ",08999,การทำเหมืองแร่และเหมืองหิน,349 อาคารเอสเจ อินฟินิท วัน บิสซิเนส คอมเพล็กซ์ ชั้นที่ 14 ห้องเลขที่ 1404 ถนนวิภาวดีรังสิต  แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900,,
531,0105559113092,บจ.อเดไลน์ กรุ๊ป จำกัด,25/7/2559," 1,000,000 ",46441,ขายส่งสินค้าทางเภสัชภัณฑ์และทางการแพทย์,71/1 หมู่บ้านธารินี ถนนประชาชื่น  แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,,
532,0105559113505,บจ.ไพรม์อิมเมจ อินเตอร์เนชันแนล จำกัด,25/7/2559," 1,000,000 ",70209,ประกอบกิจการรับเป็นที่ปรึกษา ให้คำแนะนำ และฝึกอบรมด้านการพัฒนาบุคลิกภาพ,3/100 อาคารประชานิเวศน์ 1 ถนนเทศบาลนิมิตรเหนือ  แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,,
533,0105559114463,บจ.ปาตาเพียร แอพพลิเคชั่น จำกัด,27/7/2559," 1,000,000 ",58202,ประกอบกิจการผลิตและจำหน่ายโปรแกรมคอมพิวเตอร์และโปรแกรมประยุกต์สำหรับคอมพิวเตอร์,82/207 ซอยซิเมนต์ไทย  แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,,
534,0105559114935,บจ.ลัคกี้ เบี๊ยด แบร์ จำกัด,27/7/2559," 1,000,000 ",47222,ประกอบกิจการซื้อ-ขาย ปลีกและส่ง เครื่องดื่มไม่มีแอลกอฮอล์และมีแอลกอฮอล์,673 ซอยพหลโยธิน 35  แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,,
535,0105559115303,บจ.พรีวา อินโนเทค จำกัด,28/7/2559," 1,000,000 ",58202,จัดทำโปรแกรมเว็บเพจและเครือข่ายตามวัตถุประสงค์ของผู้ใช้,292/393 ถนนรัชดาภิเษก  แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,,
536,0105559115800,บจ.โรสแพลน จำกัด,28/7/2559," 1,000,000 ",20231,ผลิตและจำหน่ายซื้อมา-ขายไปสบู่ ธรรมชาติ ผลิตภัณฑ์บำรุงผิวและสปา ทั้งในและต่างประเทศ,163/14 ซอยพหลโยธิน 32  แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900,,
537,0105559116008,บจ.บิ๊ก บอส เรซิเดนซ์ จำกัด,28/7/2559," 1,000,000 ",68103,ประกอบกิจการบริการเช่าห้องพัก เพื่อการอยู่อาศัยและการพาณิชย์,411 ซอยเสือใหญ่อุทิศ  แขวงจันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900,,
538,0105559116521,บจ.ไทย ลีก จำกัด,29/7/2559," 1,000,000 ",93191,ประกอบกิจการจัดการแข่งขันด้านกีฬา,19 อาคารพงษ์สุภี ชั้น 5 ซอยยาสูบ 1 ถนนวิภาวดีรังสิต  แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900,,
