นิติบุคคลจัดตั้งเดือนพฤษภาคม  2559,,,,,,,
ทั่วประเทศ,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
876,0105559077916,บจ.โซล่าพารวย จำกัด,23/5/2559," 1,000,000 ",46612,ประกอบกิจการนำเข้าส่งออก จำหน่าย เป็นตัวแทนจำหน่าย ระบบเฟรนไชส์ รับเหมาติดตั้งอุปกรณ์ระบบโซล่าเซล,9/64 ซอยรามอินทรา 8 แยก 22  แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220
877,0105559077959,บจ.ฟรีมี จำกัด,23/5/2559," 1,000,000 ",70209,การจัด การส่งเสริมและ/หรือบริหารต่างๆ ที่จัดขึ้น,86/183 หมู่ที่ 4 ซอยรามอินทรา 13 ถนนรามอินทรา  แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220
878,0105559078211,บจ.เอสเอสที ซีเคียว ซีสเต็ม จำกัด,23/5/2559," 1,000,000 ",46521,นำเข้าและจำหน่ายติดตั้งอุปกรณ์อิเล็กทรอนิกส์ รวมทั้งอุปกรณ์ อะไหล่ทุกชนิด,24 ซอยลาดปลาเค้า 76 แยก 3-8  แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220
879,0105559078408,บจ.ดับบลิวเค เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,23/5/2559," 1,000,000 ",41001,ประกอบธุรกิจการก่อสร้างอาคารที่เป็นที่พักอาศัยทุกประเภท,102/286 ซอยคู้บอน 27 แยก 10 ถนนคู้บอน  แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220
880,0105559079447,บจ.ดี.ดี.ซี.เดคคอเรท ดีไซน์ อาร์คิเทคเชอร์ แอนด์ คอนสตรัคชั่น จำกัด,24/5/2559," 1,000,000 ",71101,ประกอบกิจการรับจ้างออกแบบ เขียนแบบ รับเหมางานก่อสร้าง ตกแต่งภายนอกและภายในอาคารทุกประเภท,111/852 ซอยร่วมมิตรพัฒนา แยก 7  แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220
881,0105559079633,บจ.พี.โอ.อาร์. ฟอลคอน ซัพพลาย จำกัด,25/5/2559," 1,000,000 ",46530,ขายอุปกรณ์กำจัดปลวกและอุปกรณ์การเกษตร,2/69 ซอยคู้บอน 27 ถนนคู้บอน  แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220
882,0105559080135,บจ.พี แอนด์ พี ดีวีลอปเม้นท์ จำกัด,25/5/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง อาคารพาณิชย์ และงานก่อสร้างทุกชนิด,2 ซอยพหลโยธิน 63 แยก 2-1  แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220
883,0105559080364,บจ.ออโต้ออโต้ 36 จำกัด,26/5/2559," 1,000,000 ",47530,ประกอบกิจการ นำเข้า จำหน่าย พรม ปูพื้น,137/383 ซอยคู้บอน 27 แยก 21 ถนนรามอินทรา  แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220
884,0105559080453,บจ.คิริน อินเตอร์เทรด จำกัด,26/5/2559," 1,000,000 ",46900,จำหน่ายสินค้าอุปโภคบริโภค,155/136 ซอยคู้บอน 27 แยก 11  แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220
885,0105559080623,บจ.เอ็ม วาย ที เอส ออพทิมั่ม จำกัด,26/5/2559," 1,000,000 ",82990,ประกอบกิจการประมูลเพื่อเป็นตัวแทนและรับจ้าง อ่านมาตรวัดน้ำ จอมอนอเตอร์ไฟ้า,2/45 ซอยสุขภิบาล 5 ซอย 92  แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220
886,0105559081051,บจ.สกายเมด เอเชีย เซอร์วิส จำกัด,27/5/2559," 1,000,000 ",49323,บริการขนส่งลำเลียงผู้ป่วยทางอากาศ ทั้งในและต่างประเทศ,244/27 ซอยรามอินทรา 5 แยก 3  แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220
887,0105559081131,บจ.ดรีม เชสเซอ จำกัด,27/5/2559," 1,000,000 ",46443,ค้าเครื่องสำอาง เครื่องมือเรื่องใช้เสริมความงาม,77/570 ซอยพหลโยธิน 54/1 แยก 4-45  แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220
888,0105559081450,บจ.อริยะ 999 จำกัด,27/5/2559," 1,000,000 ",46599,ประกอบกิจการจัดจำหน่ายเครื่องกระตุ้นหัวใจ,387/35 ซอยร่วมมิตรพัฒนา แยก 6 ถนนวัชรพล  แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220
889,0105559082367,บจ.มุมกลม จำกัด,31/5/2559," 1,000,000 ",73101,ให้บริการจ้างจัดงานแสดงอีเว้นท์ และจัดแสดงสินค้า,192 ซอยรามอินทรา 5  แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220
890,0105559082472,บจ.แอชเชอร์ เทค จำกัด,31/5/2559," 1,000,000 ",46599,ประกอบกิจการนำเข้าส่งออก จำหน่ายปลีกและส่ง สายพานลำเลียง รวมทั้งบริการตรวจสอบ ซ่อมแซม,79/135 หมู่บ้านเมธา 2 ซอยคู้บอน 27 แยก 29  แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220
